Video,Video title,pub_dt,Views,log_views,pub_dow,pub_month,pub_year,video_length,n_countries,subscribed_share,views_7d,likes_7d,comments_7d,avg_view_pct_7d,n_comments_total
1Ir1NgCuI0Y,Data Science Resume Round-Up With @Tina Huang  | Episode 3,2020-10-12,5011,8.51959031601596,0,10,2020,2219,116,0.6325144797283803,1479.0,54.0,0.0,0.12428329711008011,27.0
74Z3F7i4qcI,5 Sports Analytics Books to Get You Started,2019-12-13,7386,8.907476977528738,4,12,2019,428,133,0.3070983473313465,128.0,7.0,0.0,0.35376976256717857,23.0
DW55gaQ_Egk,Reviewing Your Data Science Projects - Episode 1 (Exploratory Analysis),2020-04-27,7480,8.920121751872404,0,4,2020,708,144,0.49465097619684406,1255.0,106.0,0.0,0.31387040654715426,26.0
UuR3nomI5AE,Reviewing Your Data Science Projects - Episode 14 [Deep Learning Focus],2020-08-03,4470,8.405367376233981,0,8,2020,1029,123,0.6777802640411725,3043.0,157.0,0.0,0.22664401266333256,27.0
akbU9KOo_Qc,How to Stay Productive & Motivated When Learning Data Science,2019-09-29,9669,9.17678358844734,6,9,2019,672,149,0.48566104151568484,147.0,10.0,0.0,0.2807891983667782,25.0
KHAuuOQui2U,What You Need to Know for a Data Science Internship,2020-05-01,12317,9.418816886246988,4,5,2020,309,139,0.3469703131354209,928.0,107.0,0.0,0.5297437909389171,25.0
dlZWB2D-NaQ,The 4 Types of Sports Analytics Projects,2020-02-03,17982,9.797182146165197,0,2,2020,424,159,0.25136429446486247,205.0,14.0,0.0,0.3880111626996159,20.0
iiSZqsQKNX8,#66DaysOfData - What is it? #shorts,2021-06-11,6101,8.716371865276615,4,6,2021,47,133,0.6858269009689604,2295.0,181.0,0.0,0.7064357977681722,25.0
n6MiRgxN5iA,Why EVERYONE Should Start a Podcast (Including YOU),2021-11-05,3092,8.03689677268507,4,11,2021,427,111,0.7510521204273227,2418.0,156.0,0.0,0.3610577325093608,20.0
omdhf8d53FM,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,2020-09-16,4885,8.494129251817686,2,9,2020,1584,120,0.7184684684684685,3312.0,161.0,0.0,0.13345333848181806,18.0
B1g_yMKpdwo,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),2020-06-29,4227,8.349484346990128,0,6,2020,841,117,0.6296734500709891,2246.0,116.0,0.0,0.24561900625862176,23.0
SaWxVk7rDp4,What is a lambda function (python)? #shorts,2021-05-13,8275,9.021115038865434,3,5,2021,56,142,0.5191098209966134,2956.0,191.0,0.0,0.6189335726311138,22.0
_K6cNdgN3CI,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),2020-05-18,10762,9.283869605264298,0,5,2020,888,185,0.19477743704116718,2249.0,90.0,0.0,0.21284238022581245,23.0
f6NPw582FFc,Data Science Explained with ... Cooking?,2020-02-07,3947,8.280964400553373,4,2,2020,533,126,0.4437674536684438,527.0,33.0,0.0,0.2746123143586266,24.0
7VcdvSyoxnc,His Startup Will Land You a Data Science Job (Jeremie Harris) - KNN EP. 15,2020-09-23,4566,8.426611813185,2,9,2020,3706,119,0.6992991677617171,2621.0,134.0,0.0,0.10426828145558706,22.0
mR2NCRgtLPE,Reviewing Your Data Science Projects - Episode 6 (Only 3 months of coding experience),2020-06-01,5504,8.61341204915678,0,6,2020,943,155,0.43521715427948393,4320.0,297.0,0.0,0.19729358713049455,22.0
oMdVg6GPODA,Why Right NOW is a Great Time to Learn Data Science,2020-03-23,4027,8.301025253838453,0,3,2020,192,135,0.5705765407554672,780.0,74.0,0.0,0.5545394353507149,22.0
2KkrtG5IsHo,Reviewing Your Data Science Projects - Episode 11(GITHUB CLEANING),2020-07-13,3352,8.117610746466228,0,7,2020,559,112,0.6810859188544153,2156.0,104.0,0.0,0.33948499281711886,20.0
ammCGdzSoag,Building a Burrito Dashboard - Data Science Project from Scratch with atoti,2021-10-29,5883,8.679992081721329,4,10,2021,2968,133,0.665075034106412,3618.0,142.0,0.0,0.07231033059555973,16.0
irjTWNV0eAY,How to Simulate NBA Games in Python,2018-11-19,13742,9.528284882554852,0,11,2018,556,136,0.1821688500727802,20.0,1.0,0.0,0.2852909334071204,20.0
rLawTH--l2Y,Reviewing Your Data Science Projects - Episode 19 (One Big Improvement),2020-09-07,3615,8.193123721512068,0,9,2020,917,110,0.7177642501383509,2291.0,129.0,0.0,0.2657671973913781,18.0
yIJrCFXs0rU,Data Science Fundamentals: Data Manipulation in Python (Pandas),2019-07-13,8633,9.063463176115423,5,7,2019,2589,137,0.4190553556922363,88.0,5.0,0.0,0.09223872725419506,19.0
EAezvs0eL1s,Data Science Fundamentals: Linear Regression,2019-11-29,4844,8.485702524324866,4,11,2019,2317,121,0.5394791236047953,153.0,16.0,0.0,0.11066185570519946,18.0
KEBVcVwFzaI,Reviewing Your Data Science Projects - Episode 15 (Quant Finance),2020-08-10,7705,8.949754525186103,0,8,2020,968,137,0.48148148148148145,2634.0,118.0,0.0,0.2560247670357363,18.0
imMPnCHvbkY,The Data Science Projects that Got Me a Job,2020-03-06,33396,10.41622135457142,4,3,2020,267,170,0.3036222548461515,590.0,55.0,0.0,0.5395855163652199,20.0
6fwyyRgZlD0,Reviewing Your Data Science Projects - Episode 9 (Professional Violinist),2020-06-22,2242,7.715569534520208,0,6,2020,668,114,0.7270294380017841,1495.0,78.0,0.0,0.23795024491962063,16.0
QBIe4nbmZfA,Reviewing Your Data Science Projects - Episode 2 (Resume and Portfolio),2020-05-04,4581,8.42989086301344,0,5,2020,703,132,0.5169250928150251,982.0,72.0,0.0,0.28419161403368176,18.0
tG_UW_p0UqE,Is Spotify Shuffle Really Random? #Shorts,2021-07-21,6579,8.791790024319363,2,7,2021,56,136,0.7337998174627319,2972.0,178.0,0.0,0.7474136946575927,18.0
9D7GzskcyUk,5 Tips for Crushing the Work From Home Life,2020-04-20,4934,8.504107951867582,0,4,2020,343,158,0.3944061613295501,508.0,53.0,0.0,0.4833700254909926,16.0
apf6A3Nstm8,Reviewing Your Data Science Projects - Episode 20 (Bootcamp Capstone),2020-09-14,3673,8.20903626577507,0,9,2020,1161,111,0.7145192045764097,2132.0,120.0,0.0,0.23333412565917894,17.0
RAMxzqSMDKE,Reviewing Your Projects - Episode 16 (Project Review for Beginners),2020-08-17,2998,8.00603417874901,0,8,2020,999,105,0.7184789859906604,1843.0,102.0,0.0,0.24480891487406567,15.0
VvnOXDCVm8k,Project Presentation - Expectations vs. Reality (funny) #shorts,2021-08-07,5932,8.688285266258644,5,8,2021,59,136,0.7872592091922946,2251.0,102.0,0.0,0.7610986839708063,16.0
68GGPK3WaqI,Data Science Project - Expectations vs Reality (funny) #shorts,2021-08-06,14136,9.556550752867032,4,8,2021,60,151,0.423556220180873,2774.0,115.0,0.0,0.8080551268366837,14.0
sICJ6a2wX5g,#66DaysOfData - 3 Reasons to Start!,2021-06-18,3443,8.144388865547622,4,6,2021,53,120,0.844340995053826,1738.0,112.0,0.0,0.5953546785630136,16.0
5SjK6YCs4o4,The Data Science Interview: What to Expect,2019-12-30,6185,8.730043953245016,0,12,2019,886,127,0.49029440310579103,403.0,31.0,0.0,0.35991324900651234,15.0
WKXtTo7lqmA,Data Science Fundamentals: SQL Queries,2020-01-10,4774,8.471149252914831,4,1,2020,2066,122,0.5039815590947192,243.0,22.0,0.0,0.08751197302270101,15.0
9ZwVqXUHf6o,When Data Science Goes Wrong,2020-03-30,1668,7.419979923661835,0,3,2020,356,115,0.5941247002398081,366.0,39.0,0.0,0.4548105881433707,13.0
ELFGsNqZrlM,Is it Important to Share Your Data Science Work? (Ft. Eric Weber),2020-07-22,1795,7.493317248862145,2,7,2020,1181,99,0.7203342618384401,1276.0,86.0,0.0,0.2086467506543715,14.0
LGEuDWjWQes,Applying Data Science To My YouTube Data: My Surprising Findings,2019-11-11,5642,8.63817111796914,0,11,2019,833,138,0.46062433487052146,508.0,29.0,0.0,0.2471354147678596,14.0
ZWdyBbgGZBQ,Sports Analytics 101: The Pythagorean Theorem of Sports,2019-11-22,4343,8.37655086161377,4,11,2019,376,113,0.23587733456306204,126.0,7.0,0.0,0.3553909157590341,12.0
Zz_Mx1UPswI,Thank You For The Support | What's Next | Ken Jee | Data Science,2019-08-26,506,6.2285110035911835,0,8,2019,114,55,0.32806324110671936,149.0,10.0,0.0,0.381572512215297,14.0
ei1m5lDQyBg,Data Science in Sports - Talk for Northwestern (Kellogg) MBA Students,2020-04-22,2794,7.9355873855892,2,4,2020,2287,128,0.37974230493915534,429.0,33.0,0.0,0.2316714092115107,10.0
q8cEt8gj3zY,"Data Science, Machine Learning, and AI: What's the Difference?",2019-03-16,4722,8.460199469896118,5,3,2019,266,137,0.2671334606407808,35.0,6.0,0.0,0.358612477317482,14.0
143WWA5Sy9k,I Eat a Papaya Live on Stream (Plus Q&A for 150K Subs!),2021-07-16,2271,7.7284157798410416,4,7,2021,5005,106,0.8106560986349626,1688.0,79.0,0.0,0.06923211651311287,13.0
3BEtGaz70rQ,How Far Should the NBA 3-Point Line Actually Be?,2019-09-21,2312,7.746300662231439,5,9,2019,577,113,0.37040242319342276,116.0,8.0,0.0,0.23371566557067155,13.0
3TrAYmrmA8o,The 9 Books That Changed My Perspective in 2019,2020-01-03,3037,8.018954683155718,4,1,2020,980,116,0.6167270332565031,176.0,15.0,0.0,0.20795157288570087,13.0
DopikusDfk0,Collision Course: Sports Betting + Data Science,2019-12-20,10291,9.239122173401634,4,12,2019,355,169,0.1521464031928356,134.0,13.0,0.0,0.44526045057036223,11.0
qP0hRF-lGqg,The Problem with Data Science,2020-02-28,3301,8.102283624480073,4,2,2020,270,124,0.2934222491664141,475.0,47.0,0.0,0.5876831064880209,11.0
2RWwN5ZT4tA,Should  @Luke Barousse Take This Data Analyst Job? (Funny) #Shorts,2022-01-14,2401,7.784057002639929,4,1,2022,55,109,0.9017241379310345,2320.0,78.0,0.0,0.6736092489019355,10.0
T7BQJJIGrmc,Data Science: Pros and Cons,2019-06-30,3919,8.273846932784508,6,6,2019,442,128,0.3415942769545222,59.0,11.0,0.0,0.43795142359902545,10.0
-kX2b6TF_9k,By The Numbers: Where Should The NBA Put a 4 Point Line?,2019-10-21,2344,7.76004068088038,0,10,2019,656,111,0.26535836177474403,61.0,5.0,0.0,0.23091455792682924,9.0
IFceyuL6GZY,How I Became A Data Scientist From a Business Background,2018-11-12,5515,8.615408238913192,0,11,2018,619,134,0.3652031930333817,67.0,4.0,0.0,0.21673070771927508,10.0
scSc6YSanQ0,How Statistics Saved the US SERIOUS $$$$ During WW2 #Shorts,2021-12-10,3130,8.049107721326406,4,12,2021,57,122,0.8523274478330658,2101.0,154.0,0.0,0.7314353198104432,9.0
sq5TnVJWv6A,Where YOU Should Start With Data Science Projects,2019-02-19,8026,8.990566138131577,1,2,2019,467,137,0.5080060045033775,30.0,4.0,0.0,0.23500436422963183,10.0
1Cf7SdnBncg,My Top 5 Data Science Internship Tips,2019-06-15,8420,9.038483865029992,5,6,2019,482,139,0.34190170177317625,78.0,9.0,0.0,0.38610234212057337,9.0
3bes4U4MHPg,How to Integrate Data Science into Your Business,2020-03-02,1831,7.513163545234075,0,3,2020,300,122,0.3543263964950712,212.0,19.0,0.0,0.46363620734746136,8.0
Fs_LG5Y8GIU,Can You Learn Data Science Without a Computer?,2020-03-11,1102,7.005789019253503,2,3,2020,199,100,0.48003629764065336,199.0,21.0,0.0,0.4852464882042799,6.0
_CS4u9cORwA,Was Captain Marvel Bad? A Sentiment Analysis of Twitter Data,2019-03-09,3673,8.20903626577507,5,3,2019,451,112,0.3441328614211816,39.0,11.0,0.0,0.3419699127988224,8.0
BXmEmIK5aqI,The 5 Stages of Data Science Adoption,2019-12-06,973,6.881411303642535,4,12,2019,356,92,0.4886831275720165,132.0,13.0,0.0,0.4457318764925105,8.0
aaAZXeuPIXk,How Much Did Cheating Help the Astros Win? (What the Numbers Say),2020-02-24,959,6.866933284461882,0,2,2020,382,75,0.4859228362877998,193.0,11.0,0.0,0.49054865187221885,8.0
6sJEnzDjJqI,Where to Look for Data Science Jobs,2019-03-29,2583,7.857093864902493,4,3,2019,366,114,0.4304533126695079,33.0,2.0,0.0,0.1554437678896695,5.0
9-2OKLZfvbE,Questions You Should Ask Your Data Science Interviewers,2020-01-06,2134,7.666221925662725,0,1,2020,660,95,0.5368026254102204,120.0,12.0,0.0,0.4150574266821142,7.0
KMOA5arCi8g,What I Learned From My Three Degrees,2019-05-17,1079,6.984716320118266,4,5,2019,762,87,0.5269016697588126,28.0,2.0,0.0,0.2781567960254968,7.0
RRXWJVX0fE8,6 Habits of Successful Data Scientists,2019-09-13,1591,7.3727463664043285,4,9,2019,349,106,0.45311516677155445,370.0,17.0,0.0,0.34425010200106904,7.0
XTrlMQXYqts,Why You DON'T Want to be a WFH Data Scientist,2019-03-03,664,6.499787040655854,6,3,2019,254,67,0.516566265060241,33.0,4.0,0.0,0.30016428571428566,7.0
Y_SMU701qlA,Predicting Season Long NBA Wins Using Multiple Linear Regression,2018-07-10,6863,8.834045641167798,1,7,2018,539,134,0.3341594984691646,6.0,0.0,0.0,0.03277829313543595,7.0
a-Syoa9mPhM,Take Your Data Science Projects From Good to Great,2019-08-05,1414,7.254884810077338,0,8,2019,484,93,0.5937721160651097,103.0,9.0,0.0,0.3182214083304637,6.0
fjVVtvp5X0w,Why Selling Is An Important Data Science Skill,2019-11-04,1418,7.257707677160043,0,11,2019,666,106,0.5338504936530324,139.0,10.0,0.0,0.28936702979020684,7.0
iqG59TqfFdY,5 Data Science Resolutions for 2020,2019-12-27,455,6.1224928095143865,4,12,2019,302,70,0.610989010989011,209.0,13.0,0.0,0.4154627895916803,6.0
sCOX5yShmFA,The Best Way to Predict NBA Minutes Played,2018-12-11,3094,8.037543185118697,1,12,2018,579,98,0.2552640103660512,3.0,1.0,0.0,0.6380746977547496,7.0
tv1e22u2COk,My Top 5 Data Science Resources for 2019,2019-01-05,3406,8.133587417660966,5,1,2019,351,122,0.3954785672342924,27.0,3.0,0.0,0.2052139029400934,7.0
3cDM9Z-fdz4,Golf STATS: Strokes Gained Explained,2019-06-07,4151,8.331345424845724,4,6,2019,575,100,0.051932367149758456,22.0,3.0,0.0,0.41339257004830915,6.0
3ysXGYjvbSU,Why is Balance Important in Data Science?,2019-10-16,612,6.418364935936212,2,10,2019,238,79,0.6111111111111112,81.0,4.0,0.0,0.39339339592426115,6.0
XoUyK3XHZHs,Watch This Before Applying to Data Science Jobs,2019-02-04,1261,7.140453043101158,0,2,2019,600,86,0.5202220459952419,13.0,5.0,0.0,0.167775162037037,6.0
foggudmDDvY,Data Science in Golf: PGA Merchandise Show 2020,2020-01-31,482,6.180016653652572,4,1,2020,548,57,0.3983402489626556,80.0,6.0,0.0,0.22180307713753195,6.0
k4r_NtB4JVQ,Golf: Would You Rather Be the LONGEST or STRAIGHTEST Driver on the PGA Tour?,2019-11-25,816,6.705639094860003,0,11,2019,462,75,0.3284313725490196,205.0,13.0,0.0,0.24578871614865883,5.0
1UjMBw_7Gi8,Data Science: Startup vs. Large Corporation,2019-03-21,1703,7.440733707389261,3,3,2019,280,114,0.2839506172839506,32.0,4.0,0.0,0.4379018112244898,3.0
k-gin1qfzi0,How To Build A Word Cloud From Scraped Data (Python),2019-09-04,2794,7.9355873855892,2,9,2019,1321,112,0.25546399140093157,63.0,3.0,0.0,0.11751950930724583,3.0
qUK5Vk4NvBw,#66DaysOfData Round 3 Live Event! (feat. @StatQuest with Josh Starmer),2021-10-12,2038,7.620214770574455,1,10,2021,3735,109,0.8168875797741777,1666.0,109.0,0.0,0.0598669014715357,2.0
smeFkHwnM_k,Welcome To My Channel | Ken Jee | Data Science,2019-03-03,1225,7.111512116496157,6,3,2019,51,88,0.2,61.0,4.0,0.0,0.5624363969830356,3.0
FBgs-BSTIJE,Demystifying Data Science Roles,2018-11-30,978,6.88653164253051,4,11,2018,375,87,0.5224948875255624,3.0,1.0,0.0,0.2906433333333333,3.0
Yr5T3T4tq-g,Most Data Science Hopefuls Overlook This Important Skill,2019-05-25,548,6.3080984415095305,5,5,2019,216,62,0.5638686131386861,27.0,6.0,0.0,0.46991445420760897,3.0
j-Z-je6K4Yg,IT'S NOT TOO LATE TO LEARN CODE!,2018-12-18,721,6.582025138892826,1,12,2018,186,72,0.5201109570041609,5.0,2.0,0.0,0.8284593787335724,3.0
5jntoZX-Tc8,NASA Physicist Turned Data Scientist (Tim Bowling) - KNN EP. 02,2019-05-05,1094,6.9985096422506015,6,5,2019,1120,80,0.3217550274223035,24.0,1.0,0.0,0.23359409412202375,2.0
